pokemon_id,species_id,pokedex_number,identifier,name_zh,name_en,name_ja,species_name_zh,species_name_en,species_name_ja,genus_zh,height_m,weight_kg,base_experience,generation_id,capture_rate,gender_rate,is_baby,is_legendary,is_mythical,is_default,is_mega,form_identifier,form_name_zh,type1_zh,type2_zh,hp,attack,defense,special_attack,special_defense,speed,total,mega_form_count,ability1_zh,ability1_en,ability1_hidden,ability2_zh,ability2_en,ability2_hidden,hidden_ability_zh,hidden_ability_en
258,258,258,mudkip,水躍魚,Mudkip,ミズゴロウ,水躍魚,Mudkip,ミズゴロウ,沼魚寶可夢,0.4,7.6,62,3,45,1,False,False,False,True,False,,,水,,50,70,50,50,50,40,310,0,激流,Torrent,False,,,,濕氣,Damp
259,259,259,marshtomp,沼躍魚,Marshtomp,ヌマクロー,沼躍魚,Marshtomp,ヌマクロー,沼魚寶可夢,0.7,28.0,142,3,45,1,False,False,False,True,False,,,水,地面,70,85,70,60,70,50,405,0,激流,Torrent,False,,,,濕氣,Damp
260,260,260,swampert,巨沼怪,Swampert,ラグラージ,巨沼怪,Swampert,ラグラージ,沼魚寶可夢,1.5,81.9,241,3,45,1,False,False,False,True,False,,,水,地面,100,110,90,85,90,60,535,1,激流,Torrent,False,,,,濕氣,Damp
261,261,261,poochyena,土狼犬,Poochyena,ポチエナ,土狼犬,Poochyena,ポチエナ,緊咬寶可夢,0.5,13.6,56,3,255,4,False,False,False,True,False,,,惡,,35,55,35,30,30,35,220,0,逃跑,Run Away,False,飛毛腿,Quick Feet,False,膽怯,Rattled
262,262,262,mightyena,大狼犬,Mightyena,グラエナ,大狼犬,Mightyena,グラエナ,緊咬寶可夢,1.0,37.0,147,3,127,4,False,False,False,True,False,,,惡,,70,90,70,60,60,70,420,0,威嚇,Intimidate,False,飛毛腿,Quick Feet,False,自信過度,Moxie
263,263,263,zigzagoon,蛇紋熊,Zigzagoon,ジグザグマ,蛇紋熊,Zigzagoon,ジグザグマ,豆貍寶可夢,0.4,17.5,56,3,255,4,False,False,False,True,False,,,一般,,38,30,41,30,41,60,240,0,撿拾,Pickup,False,貪吃鬼,Gluttony,False,飛毛腿,Quick Feet
264,264,264,linoone,直衝熊,Linoone,マッスグマ,直衝熊,Linoone,マッスグマ,猛衝寶可夢,0.5,32.5,147,3,90,4,False,False,False,True,False,,,一般,,78,70,61,50,61,100,420,0,撿拾,Pickup,False,貪吃鬼,Gluttony,False,飛毛腿,Quick Feet
265,265,265,wurmple,刺尾蟲,Wurmple,ケムッソ,刺尾蟲,Wurmple,ケムッソ,蟲寶寶寶可夢,0.3,3.6,56,3,255,4,False,False,False,True,False,,,蟲,,45,45,35,20,30,20,195,0,鱗粉,Shield Dust,False,,,,逃跑,Run Away
266,266,266,silcoon,甲殼繭,Silcoon,カラサリス,甲殼繭,Silcoon,カラサリス,蛹寶可夢,0.6,10.0,72,3,120,4,False,False,False,True,False,,,蟲,,50,35,55,25,25,15,205,0,蛻皮,Shed Skin,False,,,,,
267,267,267,beautifly,狩獵鳳蝶,Beautifly,アゲハント,狩獵鳳蝶,Beautifly,アゲハント,蝴蝶寶可夢,1.0,28.4,178,3,45,4,False,False,False,True,False,,,蟲,飛行,60,70,50,100,50,65,395,0,蟲之預感,Swarm,False,,,,鬥爭心,Rivalry
268,268,268,cascoon,盾甲繭,Cascoon,マユルド,盾甲繭,Cascoon,マユルド,蛹寶可夢,0.7,11.5,72,3,120,4,False,False,False,True,False,,,蟲,,50,35,55,25,25,15,205,0,蛻皮,Shed Skin,False,,,,,
269,269,269,dustox,毒粉蛾,Dustox,ドクケイル,毒粉蛾,Dustox,ドクケイル,毒蛾寶可夢,1.2,31.6,173,3,45,4,False,False,False,True,False,,,蟲,毒,60,50,70,50,90,65,385,0,鱗粉,Shield Dust,False,,,,複眼,Compound Eyes
270,270,270,lotad,蓮葉童子,Lotad,ハスボー,蓮葉童子,Lotad,ハスボー,浮萍寶可夢,0.5,2.6,44,3,255,4,False,False,False,True,False,,,水,草,40,30,30,40,50,30,220,0,悠游自如,Swift Swim,False,雨盤,Rain Dish,False,我行我素,Own Tempo
271,271,271,lombre,蓮帽小童,Lombre,ハスブレロ,蓮帽小童,Lombre,ハスブレロ,爽朗寶可夢,1.2,32.5,119,3,120,4,False,False,False,True,False,,,水,草,60,50,50,60,70,50,340,0,悠游自如,Swift Swim,False,雨盤,Rain Dish,False,我行我素,Own Tempo
272,272,272,ludicolo,樂天河童,Ludicolo,ルンパッパ,樂天河童,Ludicolo,ルンパッパ,樂天寶可夢,1.5,55.0,216,3,45,4,False,False,False,True,False,,,水,草,80,70,70,90,100,70,480,0,悠游自如,Swift Swim,False,雨盤,Rain Dish,False,我行我素,Own Tempo
273,273,273,seedot,橡實果,Seedot,タネボー,橡實果,Seedot,タネボー,橡實寶可夢,0.5,4.0,44,3,255,4,False,False,False,True,False,,,草,,40,40,50,30,30,30,220,0,葉綠素,Chlorophyll,False,早起,Early Bird,False,順手牽羊,Pickpocket
274,274,274,nuzleaf,長鼻葉,Nuzleaf,コノハナ,長鼻葉,Nuzleaf,コノハナ,捉弄寶可夢,1.0,28.0,119,3,120,4,False,False,False,True,False,,,草,惡,70,70,40,60,40,60,340,0,葉綠素,Chlorophyll,False,早起,Early Bird,False,順手牽羊,Pickpocket
275,275,275,shiftry,狡猾天狗,Shiftry,ダーテング,狡猾天狗,Shiftry,ダーテング,邪惡寶可夢,1.3,59.6,216,3,45,4,False,False,False,True,False,,,草,惡,90,100,60,90,60,80,480,0,葉綠素,Chlorophyll,False,wind-rider,Wind Rider,False,順手牽羊,Pickpocket
276,276,276,taillow,傲骨燕,Taillow,スバメ,傲骨燕,Taillow,スバメ,幼燕寶可夢,0.3,2.3,54,3,200,4,False,False,False,True,False,,,一般,飛行,40,55,30,30,30,85,270,0,毅力,Guts,False,,,,膽量,Scrappy
277,277,277,swellow,大王燕,Swellow,オオスバメ,大王燕,Swellow,オオスバメ,燕子寶可夢,0.7,19.8,159,3,45,4,False,False,False,True,False,,,一般,飛行,60,85,60,75,50,125,455,0,毅力,Guts,False,,,,膽量,Scrappy
278,278,278,wingull,長翅鷗,Wingull,キャモメ,長翅鷗,Wingull,キャモメ,海鷗寶可夢,0.6,9.5,54,3,190,4,False,False,False,True,False,,,水,飛行,40,30,30,55,30,85,270,0,銳利目光,Keen Eye,False,濕潤之軀,Hydration,False,雨盤,Rain Dish
279,279,279,pelipper,大嘴鷗,Pelipper,ペリッパー,大嘴鷗,Pelipper,ペリッパー,水鳥寶可夢,1.2,28.0,154,3,45,4,False,False,False,True,False,,,水,飛行,60,50,100,95,70,65,440,0,銳利目光,Keen Eye,False,降雨,Drizzle,False,雨盤,Rain Dish
280,280,280,ralts,拉魯拉絲,Ralts,ラルトス,拉魯拉絲,Ralts,ラルトス,心情寶可夢,0.4,6.6,40,3,235,4,False,False,False,True,False,,,超能力,妖精,28,25,25,45,35,40,198,0,同步,Synchronize,False,複製,Trace,False,心靈感應,Telepathy
281,281,281,kirlia,奇魯莉安,Kirlia,キルリア,奇魯莉安,Kirlia,キルリア,感情寶可夢,0.8,20.2,97,3,120,4,False,False,False,True,False,,,超能力,妖精,38,35,35,65,55,50,278,0,同步,Synchronize,False,複製,Trace,False,心靈感應,Telepathy
282,282,282,gardevoir,沙奈朵,Gardevoir,サーナイト,沙奈朵,Gardevoir,サーナイト,包容寶可夢,1.6,48.4,233,3,45,4,False,False,False,True,False,,,超能力,妖精,68,65,65,125,115,80,518,1,同步,Synchronize,False,複製,Trace,False,心靈感應,Telepathy
283,283,283,surskit,溜溜糖球,Surskit,アメタマ,溜溜糖球,Surskit,アメタマ,水黽寶可夢,0.5,1.7,54,3,200,4,False,False,False,True,False,,,蟲,水,40,30,32,50,52,65,269,0,悠游自如,Swift Swim,False,,,,雨盤,Rain Dish
284,284,284,masquerain,雨翅蛾,Masquerain,アメモース,雨翅蛾,Masquerain,アメモース,眼珠寶可夢,0.8,3.6,159,3,75,4,False,False,False,True,False,,,蟲,飛行,70,60,62,100,82,80,454,0,威嚇,Intimidate,False,,,,緊張感,Unnerve
285,285,285,shroomish,蘑蘑菇,Shroomish,キノココ,蘑蘑菇,Shroomish,キノココ,蘑菇寶可夢,0.4,4.5,59,3,255,4,False,False,False,True,False,,,草,,60,40,60,40,60,35,295,0,孢子,Effect Spore,False,毒療,Poison Heal,False,飛毛腿,Quick Feet
286,286,286,breloom,斗笠菇,Breloom,キノガッサ,斗笠菇,Breloom,キノガッサ,蘑菇寶可夢,1.2,39.2,161,3,90,4,False,False,False,True,False,,,草,格鬥,60,130,80,60,60,70,460,0,孢子,Effect Spore,False,毒療,Poison Heal,False,技術高手,Technician
287,287,287,slakoth,懶人獺,Slakoth,ナマケロ,懶人獺,Slakoth,ナマケロ,懶人寶可夢,0.8,24.0,56,3,255,4,False,False,False,True,False,,,一般,,60,60,60,35,35,30,280,0,懶惰,Truant,False,,,,,
288,288,288,vigoroth,過動猿,Vigoroth,ヤルキモノ,過動猿,Vigoroth,ヤルキモノ,暴猿寶可夢,1.4,46.5,154,3,120,4,False,False,False,True,False,,,一般,,80,80,80,55,55,90,440,0,幹勁,Vital Spirit,False,,,,,
289,289,289,slaking,請假王,Slaking,ケッキング,請假王,Slaking,ケッキング,怕麻煩寶可夢,2.0,130.5,252,3,45,4,False,False,False,True,False,,,一般,,150,160,100,95,65,100,670,0,懶惰,Truant,False,,,,,
290,290,290,nincada,土居忍士,Nincada,ツチニン,土居忍士,Nincada,ツチニン,入門寶可夢,0.5,5.5,53,3,255,4,False,False,False,True,False,,,蟲,地面,31,45,90,30,30,40,266,0,複眼,Compound Eyes,False,,,,逃跑,Run Away
291,291,291,ninjask,鐵面忍者,Ninjask,テッカニン,鐵面忍者,Ninjask,テッカニン,忍者寶可夢,0.8,12.0,160,3,120,4,False,False,False,True,False,,,蟲,飛行,61,90,45,50,50,160,456,0,加速,Speed Boost,False,,,,穿透,Infiltrator
292,292,292,shedinja,脫殼忍者,Shedinja,ヌケニン,脫殼忍者,Shedinja,ヌケニン,空殼寶可夢,0.8,1.2,83,3,45,-1,False,False,False,True,False,,,蟲,幽靈,1,90,45,30,30,40,236,0,神奇守護,Wonder Guard,False,,,,,
293,293,293,whismur,咕妞妞,Whismur,ゴニョニョ,咕妞妞,Whismur,ゴニョニョ,細語寶可夢,0.6,16.3,48,3,190,4,False,False,False,True,False,,,一般,,64,51,23,51,23,28,240,0,隔音,Soundproof,False,,,,膽怯,Rattled
294,294,294,loudred,吼爆彈,Loudred,ドゴーム,吼爆彈,Loudred,ドゴーム,大聲寶可夢,1.0,40.5,126,3,120,4,False,False,False,True,False,,,一般,,84,71,43,71,43,48,360,0,隔音,Soundproof,False,,,,膽量,Scrappy
295,295,295,exploud,爆音怪,Exploud,バクオング,爆音怪,Exploud,バクオング,噪音寶可夢,1.5,84.0,221,3,45,4,False,False,False,True,False,,,一般,,104,91,63,91,73,68,490,0,隔音,Soundproof,False,,,,膽量,Scrappy
296,296,296,makuhita,幕下力士,Makuhita,マクノシタ,幕下力士,Makuhita,マクノシタ,毅力寶可夢,1.0,86.4,47,3,180,2,False,False,False,True,False,,,格鬥,,72,60,30,20,30,25,237,0,厚脂肪,Thick Fat,False,毅力,Guts,False,強行,Sheer Force
297,297,297,hariyama,鐵掌力士,Hariyama,ハリテヤマ,鐵掌力士,Hariyama,ハリテヤマ,猛推寶可夢,2.3,253.8,166,3,200,2,False,False,False,True,False,,,格鬥,,144,120,60,40,60,50,474,0,厚脂肪,Thick Fat,False,毅力,Guts,False,強行,Sheer Force
298,298,298,azurill,露力麗,Azurill,ルリリ,露力麗,Azurill,ルリリ,水珠寶可夢,0.2,2.0,38,3,150,6,True,False,False,True,False,,,一般,妖精,50,20,40,20,40,20,190,0,厚脂肪,Thick Fat,False,大力士,Huge Power,False,食草,Sap Sipper
299,299,299,nosepass,朝北鼻,Nosepass,ノズパス,朝北鼻,Nosepass,ノズパス,羅盤寶可夢,1.0,97.0,75,3,255,4,False,False,False,True,False,,,岩石,,30,45,135,45,90,30,375,0,結實,Sturdy,False,磁力,Magnet Pull,False,沙之力,Sand Force
300,300,300,skitty,向尾喵,Skitty,エネコ,向尾喵,Skitty,エネコ,小貓寶可夢,0.6,11.0,52,3,255,6,False,False,False,True,False,,,一般,,50,45,45,35,35,50,260,0,迷人之軀,Cute Charm,False,一般皮膚,Normalize,False,奇跡皮膚,Wonder Skin
301,301,301,delcatty,優雅貓,Delcatty,エネコロロ,優雅貓,Delcatty,エネコロロ,清高寶可夢,1.1,32.6,140,3,60,6,False,False,False,True,False,,,一般,,70,65,65,55,55,90,400,0,迷人之軀,Cute Charm,False,一般皮膚,Normalize,False,奇跡皮膚,Wonder Skin
302,302,302,sableye,勾魂眼,Sableye,ヤミラミ,勾魂眼,Sableye,ヤミラミ,黑暗寶可夢,0.5,11.0,133,3,45,4,False,False,False,True,False,,,惡,幽靈,50,75,75,65,65,50,380,1,銳利目光,Keen Eye,False,慢出,Stall,False,惡作劇之心,Prankster
303,303,303,mawile,大嘴娃,Mawile,クチート,大嘴娃,Mawile,クチート,欺騙寶可夢,0.6,11.5,133,3,45,4,False,False,False,True,False,,,鋼,妖精,50,85,85,55,55,50,380,1,怪力鉗,Hyper Cutter,False,威嚇,Intimidate,False,強行,Sheer Force
304,304,304,aron,可可多拉,Aron,ココドラ,可可多拉,Aron,ココドラ,鐵鎧寶可夢,0.4,60.0,66,3,180,4,False,False,False,True,False,,,鋼,岩石,50,70,100,40,40,30,330,0,結實,Sturdy,False,堅硬腦袋,Rock Head,False,重金屬,Heavy Metal
305,305,305,lairon,可多拉,Lairon,コドラ,可多拉,Lairon,コドラ,鐵鎧寶可夢,0.9,120.0,151,3,90,4,False,False,False,True,False,,,鋼,岩石,60,90,140,50,50,40,430,0,結實,Sturdy,False,堅硬腦袋,Rock Head,False,重金屬,Heavy Metal
306,306,306,aggron,波士可多拉,Aggron,ボスゴドラ,波士可多拉,Aggron,ボスゴドラ,鐵鎧寶可夢,2.1,360.0,239,3,45,4,False,False,False,True,False,,,鋼,岩石,70,110,180,60,60,50,530,1,結實,Sturdy,False,堅硬腦袋,Rock Head,False,重金屬,Heavy Metal
307,307,307,meditite,瑪沙那,Meditite,アサナン,瑪沙那,Meditite,アサナン,冥想寶可夢,0.6,11.2,56,3,180,4,False,False,False,True,False,,,格鬥,超能力,30,40,55,40,55,60,280,0,瑜伽之力,Pure Power,False,,,,心靈感應,Telepathy
308,308,308,medicham,恰雷姆,Medicham,チャーレム,恰雷姆,Medicham,チャーレム,冥想寶可夢,1.3,31.5,144,3,90,4,False,False,False,True,False,,,格鬥,超能力,60,60,75,60,75,80,410,1,瑜伽之力,Pure Power,False,,,,心靈感應,Telepathy
309,309,309,electrike,落雷獸,Electrike,ラクライ,落雷獸,Electrike,ラクライ,閃電寶可夢,0.6,15.2,59,3,120,4,False,False,False,True,False,,,電,,40,45,40,65,40,65,295,0,靜電,Static,False,避雷針,Lightning Rod,False,負電,Minus
310,310,310,manectric,雷電獸,Manectric,ライボルト,雷電獸,Manectric,ライボルト,放電寶可夢,1.5,40.2,166,3,45,4,False,False,False,True,False,,,電,,70,75,60,105,60,105,475,1,靜電,Static,False,避雷針,Lightning Rod,False,負電,Minus
311,311,311,plusle,正電拍拍,Plusle,プラスル,正電拍拍,Plusle,プラスル,加油寶可夢,0.4,4.2,142,3,200,4,False,False,False,True,False,,,電,,60,50,40,85,75,95,405,0,正電,Plus,False,,,,避雷針,Lightning Rod
312,312,312,minun,負電拍拍,Minun,マイナン,負電拍拍,Minun,マイナン,加油寶可夢,0.4,4.2,142,3,200,4,False,False,False,True,False,,,電,,60,40,50,75,85,95,405,0,負電,Minus,False,,,,蓄電,Volt Absorb
313,313,313,volbeat,電螢蟲,Volbeat,バルビート,電螢蟲,Volbeat,バルビート,螢火蟲寶可夢,0.7,17.7,151,3,150,0,False,False,False,True,False,,,蟲,,65,73,75,47,85,85,430,0,發光,Illuminate,False,蟲之預感,Swarm,False,惡作劇之心,Prankster
314,314,314,illumise,甜甜螢,Illumise,イルミーゼ,甜甜螢,Illumise,イルミーゼ,螢火蟲寶可夢,0.6,17.7,151,3,150,8,False,False,False,True,False,,,蟲,,65,47,75,73,85,85,430,0,遲鈍,Oblivious,False,有色眼鏡,Tinted Lens,False,惡作劇之心,Prankster
315,315,315,roselia,毒薔薇,Roselia,ロゼリア,毒薔薇,Roselia,ロゼリア,荊棘寶可夢,0.3,2.0,140,3,150,4,False,False,False,True,False,,,草,毒,50,60,45,100,80,65,400,0,自然回復,Natural Cure,False,毒刺,Poison Point,False,葉子防守,Leaf Guard
316,316,316,gulpin,溶食獸,Gulpin,ゴクリン,溶食獸,Gulpin,ゴクリン,胃袋寶可夢,0.4,10.3,60,3,225,4,False,False,False,True,False,,,毒,,70,43,53,43,53,40,302,0,污泥漿,Liquid Ooze,False,黏著,Sticky Hold,False,貪吃鬼,Gluttony
317,317,317,swalot,吞食獸,Swalot,マルノーム,吞食獸,Swalot,マルノーム,毒袋寶可夢,1.7,80.0,163,3,75,4,False,False,False,True,False,,,毒,,100,73,83,73,83,55,467,0,污泥漿,Liquid Ooze,False,黏著,Sticky Hold,False,貪吃鬼,Gluttony
318,318,318,carvanha,利牙魚,Carvanha,キバニア,利牙魚,Carvanha,キバニア,凶猛寶可夢,0.8,20.8,61,3,225,4,False,False,False,True,False,,,水,惡,45,90,20,65,20,65,305,0,粗糙皮膚,Rough Skin,False,,,,加速,Speed Boost
319,319,319,sharpedo,巨牙鯊,Sharpedo,サメハダー,巨牙鯊,Sharpedo,サメハダー,凶暴寶可夢,1.8,88.8,161,3,60,4,False,False,False,True,False,,,水,惡,70,120,40,95,40,95,460,1,粗糙皮膚,Rough Skin,False,,,,加速,Speed Boost
320,320,320,wailmer,吼吼鯨,Wailmer,ホエルコ,吼吼鯨,Wailmer,ホエルコ,球鯨寶可夢,2.0,130.0,80,3,125,4,False,False,False,True,False,,,水,,130,70,35,70,35,60,400,0,水幕,Water Veil,False,遲鈍,Oblivious,False,壓迫感,Pressure
321,321,321,wailord,吼鯨王,Wailord,ホエルオー,吼鯨王,Wailord,ホエルオー,浮鯨寶可夢,14.5,398.0,175,3,60,4,False,False,False,True,False,,,水,,170,90,45,90,45,60,500,0,水幕,Water Veil,False,遲鈍,Oblivious,False,壓迫感,Pressure
322,322,322,numel,呆火駝,Numel,ドンメル,呆火駝,Numel,ドンメル,遲鈍寶可夢,0.7,24.0,61,3,255,4,False,False,False,True,False,,,火,地面,60,60,40,65,45,35,305,0,遲鈍,Oblivious,False,單純,Simple,False,我行我素,Own Tempo
323,323,323,camerupt,噴火駝,Camerupt,バクーダ,噴火駝,Camerupt,バクーダ,噴火寶可夢,1.9,220.0,161,3,150,4,False,False,False,True,False,,,火,地面,70,100,70,105,75,40,460,1,熔岩鎧甲,Magma Armor,False,堅硬岩石,Solid Rock,False,憤怒穴位,Anger Point
324,324,324,torkoal,煤炭龜,Torkoal,コータス,煤炭龜,Torkoal,コータス,煤炭寶可夢,0.5,80.4,165,3,90,4,False,False,False,True,False,,,火,,70,85,140,85,70,20,470,0,白色煙霧,White Smoke,False,日照,Drought,False,硬殼盔甲,Shell Armor
325,325,325,spoink,跳跳豬,Spoink,バネブー,跳跳豬,Spoink,バネブー,彈跳寶可夢,0.7,30.6,66,3,255,4,False,False,False,True,False,,,超能力,,60,25,35,70,80,60,330,0,厚脂肪,Thick Fat,False,我行我素,Own Tempo,False,貪吃鬼,Gluttony
326,326,326,grumpig,噗噗豬,Grumpig,ブーピッグ,噗噗豬,Grumpig,ブーピッグ,操縱寶可夢,0.9,71.5,165,3,60,4,False,False,False,True,False,,,超能力,,80,45,65,90,110,80,470,0,厚脂肪,Thick Fat,False,我行我素,Own Tempo,False,貪吃鬼,Gluttony
327,327,327,spinda,晃晃斑,Spinda,パッチール,晃晃斑,Spinda,パッチール,斑點熊貓寶可夢,1.1,5.0,126,3,255,4,False,False,False,True,False,,,一般,,60,60,60,60,60,60,360,0,我行我素,Own Tempo,False,蹣跚,Tangled Feet,False,唱反調,Contrary
328,328,328,trapinch,大顎蟻,Trapinch,ナックラー,大顎蟻,Trapinch,ナックラー,蟻獅寶可夢,0.7,15.0,58,3,255,4,False,False,False,True,False,,,地面,,45,100,45,45,45,10,290,0,怪力鉗,Hyper Cutter,False,沙穴,Arena Trap,False,強行,Sheer Force
329,329,329,vibrava,超音波幼蟲,Vibrava,ビブラーバ,超音波幼蟲,Vibrava,ビブラーバ,震動寶可夢,1.1,15.3,119,3,120,4,False,False,False,True,False,,,地面,龍,50,70,50,50,50,70,340,0,飄浮,Levitate,False,,,,,
330,330,330,flygon,沙漠蜻蜓,Flygon,フライゴン,沙漠蜻蜓,Flygon,フライゴン,神秘寶可夢,2.0,82.0,234,3,45,4,False,False,False,True,False,,,地面,龍,80,100,80,80,80,100,520,0,飄浮,Levitate,False,,,,,
331,331,331,cacnea,刺球仙人掌,Cacnea,サボネア,刺球仙人掌,Cacnea,サボネア,仙人掌寶可夢,0.4,51.3,67,3,190,4,False,False,False,True,False,,,草,,50,85,40,85,40,35,335,0,沙隱,Sand Veil,False,,,,儲水,Water Absorb
332,332,332,cacturne,夢歌仙人掌,Cacturne,ノクタス,夢歌仙人掌,Cacturne,ノクタス,稻草人寶可夢,1.3,77.4,166,3,60,4,False,False,False,True,False,,,草,惡,70,115,60,115,60,55,475,0,沙隱,Sand Veil,False,,,,儲水,Water Absorb
333,333,333,swablu,青綿鳥,Swablu,チルット,青綿鳥,Swablu,チルット,綿鳥寶可夢,0.4,1.2,62,3,255,4,False,False,False,True,False,,,一般,飛行,45,40,60,40,75,50,310,0,自然回復,Natural Cure,False,,,,無關天氣,Cloud Nine
334,334,334,altaria,七夕青鳥,Altaria,チルタリス,七夕青鳥,Altaria,チルタリス,哼唱寶可夢,1.1,20.6,172,3,45,4,False,False,False,True,False,,,龍,飛行,75,70,90,70,105,80,490,1,自然回復,Natural Cure,False,,,,無關天氣,Cloud Nine
335,335,335,zangoose,貓鼬斬,Zangoose,ザングース,貓鼬斬,Zangoose,ザングース,貓鼬寶可夢,1.3,40.3,160,3,90,4,False,False,False,True,False,,,一般,,73,115,60,60,60,90,458,0,免疫,Immunity,False,,,,中毒激升,Toxic Boost
336,336,336,seviper,飯匙蛇,Seviper,ハブネーク,飯匙蛇,Seviper,ハブネーク,牙蛇寶可夢,2.7,52.5,160,3,90,4,False,False,False,True,False,,,毒,,73,100,60,100,60,65,458,0,蛻皮,Shed Skin,False,,,,穿透,Infiltrator
337,337,337,lunatone,月石,Lunatone,ルナトーン,月石,Lunatone,ルナトーン,隕石寶可夢,1.0,168.0,161,3,45,-1,False,False,False,True,False,,,岩石,超能力,90,55,65,95,85,70,460,0,飄浮,Levitate,False,,,,,
338,338,338,solrock,太陽岩,Solrock,ソルロック,太陽岩,Solrock,ソルロック,隕石寶可夢,1.2,154.0,161,3,45,-1,False,False,False,True,False,,,岩石,超能力,90,95,85,55,65,70,460,0,飄浮,Levitate,False,,,,,
339,339,339,barboach,泥泥鰍,Barboach,ドジョッチ,泥泥鰍,Barboach,ドジョッチ,鬚魚寶可夢,0.4,1.9,58,3,190,4,False,False,False,True,False,,,水,地面,50,48,43,46,41,60,288,0,遲鈍,Oblivious,False,危險預知,Anticipation,False,濕潤之軀,Hydration
340,340,340,whiscash,鯰魚王,Whiscash,ナマズン,鯰魚王,Whiscash,ナマズン,鬚魚寶可夢,0.9,23.6,164,3,75,4,False,False,False,True,False,,,水,地面,110,78,73,76,71,60,468,0,遲鈍,Oblivious,False,危險預知,Anticipation,False,濕潤之軀,Hydration
341,341,341,corphish,龍蝦小兵,Corphish,ヘイガニ,龍蝦小兵,Corphish,ヘイガニ,無賴寶可夢,0.6,11.5,62,3,205,4,False,False,False,True,False,,,水,,43,80,65,50,35,35,308,0,怪力鉗,Hyper Cutter,False,硬殼盔甲,Shell Armor,False,適應力,Adaptability
342,342,342,crawdaunt,鐵螯龍蝦,Crawdaunt,シザリガー,鐵螯龍蝦,Crawdaunt,シザリガー,流氓寶可夢,1.1,32.8,164,3,155,4,False,False,False,True,False,,,水,惡,63,120,85,90,55,55,468,0,怪力鉗,Hyper Cutter,False,硬殼盔甲,Shell Armor,False,適應力,Adaptability
343,343,343,baltoy,天秤偶,Baltoy,ヤジロン,天秤偶,Baltoy,ヤジロン,泥偶寶可夢,0.5,21.5,60,3,255,-1,False,False,False,True,False,,,地面,超能力,40,40,55,40,70,55,300,0,飄浮,Levitate,False,,,,,
344,344,344,claydol,念力土偶,Claydol,ネンドール,念力土偶,Claydol,ネンドール,泥偶寶可夢,1.5,108.0,175,3,90,-1,False,False,False,True,False,,,地面,超能力,60,70,105,70,120,75,500,0,飄浮,Levitate,False,,,,,
345,345,345,lileep,觸手百合,Lileep,リリーラ,觸手百合,Lileep,リリーラ,海百合寶可夢,1.0,23.8,71,3,45,1,False,False,False,True,False,,,岩石,草,66,41,77,61,87,23,355,0,吸盤,Suction Cups,False,,,,引水,Storm Drain
346,346,346,cradily,搖籃百合,Cradily,ユレイドル,搖籃百合,Cradily,ユレイドル,藤壺寶可夢,1.5,60.4,173,3,45,1,False,False,False,True,False,,,岩石,草,86,81,97,81,107,43,495,0,吸盤,Suction Cups,False,,,,引水,Storm Drain
347,347,347,anorith,太古羽蟲,Anorith,アノプス,太古羽蟲,Anorith,アノプス,古蝦寶可夢,0.7,12.5,71,3,45,1,False,False,False,True,False,,,岩石,蟲,45,95,50,40,50,75,355,0,戰鬥盔甲,Battle Armor,False,,,,悠游自如,Swift Swim
348,348,348,armaldo,太古盔甲,Armaldo,アーマルド,太古盔甲,Armaldo,アーマルド,甲胄寶可夢,1.5,68.2,173,3,45,1,False,False,False,True,False,,,岩石,蟲,75,125,100,70,80,45,495,0,戰鬥盔甲,Battle Armor,False,,,,悠游自如,Swift Swim
349,349,349,feebas,醜醜魚,Feebas,ヒンバス,醜醜魚,Feebas,ヒンバス,魚寶可夢,0.6,7.4,40,3,255,4,False,False,False,True,False,,,水,,20,15,20,10,55,80,200,0,悠游自如,Swift Swim,False,遲鈍,Oblivious,False,適應力,Adaptability
350,350,350,milotic,美納斯,Milotic,ミロカロス,美納斯,Milotic,ミロカロス,慈愛寶可夢,6.2,162.0,189,3,60,4,False,False,False,True,False,,,水,,95,60,79,100,125,81,540,0,神奇鱗片,Marvel Scale,False,好勝,Competitive,False,迷人之軀,Cute Charm
351,351,351,castform,飄浮泡泡,Castform,ポワルン,飄浮泡泡,Castform,ポワルン,天氣寶可夢,0.3,0.8,147,3,45,4,False,False,False,True,False,,飄浮泡泡的樣子,一般,,70,70,70,70,70,70,420,0,陰晴不定,Forecast,False,,,,,
352,352,352,kecleon,變隱龍,Kecleon,カクレオン,變隱龍,Kecleon,カクレオン,變色寶可夢,1.0,22.0,154,3,200,4,False,False,False,True,False,,,一般,,60,90,70,60,120,40,440,0,變色,Color Change,False,,,,變幻自如,Protean
353,353,353,shuppet,怨影娃娃,Shuppet,カゲボウズ,怨影娃娃,Shuppet,カゲボウズ,人偶寶可夢,0.6,2.3,59,3,225,4,False,False,False,True,False,,,幽靈,,44,75,35,63,33,45,295,0,不眠,Insomnia,False,察覺,Frisk,False,詛咒之軀,Cursed Body
354,354,354,banette,詛咒娃娃,Banette,ジュペッタ,詛咒娃娃,Banette,ジュペッタ,布偶寶可夢,1.1,12.5,159,3,45,4,False,False,False,True,False,,,幽靈,,64,115,65,83,63,65,455,1,不眠,Insomnia,False,察覺,Frisk,False,詛咒之軀,Cursed Body
